Month,Day,Inquirer.net,Manila Bulletin,The Asian Journal USA,The Manila Times,Business World,Eagle News,Metro Cebu News,Tempo,Abante Tonite,Philippine News Agency,InterAksyon,Business Mirror,The Summit Express,Our Daily News Online,Current PH,SunStar Philippines,Rappler,The Bohol Chronicle,Baguio Midland Courier,GMA News Online,Cebu Daily News,ABS-CBN News,Philstar.com,Manila Standard,Daily Tribune,Davao Today,Sunday Punch,Visayan Daily Star,PTV News,Mindanao Times,PhilNews.XYZ,Northern Dispatch
February,16,0,0,0,78,3,0,1,0,0,0,1,9,0,0,0,6,1,0,0,0,4,4,6,7,6,1,0,2,0,0,0,0
February,17,0,0,0,48,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0
February,18,0,0,0,11,4,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,4,3,7,0,0,0,0,0,0,0
February,19,0,0,0,16,4,0,1,0,0,0,0,14,0,0,0,3,2,1,0,3,1,6,14,7,4,0,0,0,1,0,0,0
February,20,0,0,0,61,10,0,0,0,0,0,1,13,0,0,0,6,6,0,0,1,0,2,11,7,5,0,0,0,2,0,0,0
February,21,0,0,0,95,10,0,1,0,0,0,1,10,0,0,0,3,2,0,0,3,2,3,11,10,1,0,0,3,1,0,0,0
February,22,0,0,0,81,7,0,2,0,0,0,0,6,0,0,0,6,1,0,0,2,1,0,9,9,6,0,0,0,1,0,0,0
February,23,0,0,0,68,4,0,0,0,0,0,0,7,0,0,0,3,2,0,0,2,1,0,11,6,11,0,0,2,0,0,0,0
February,24,0,0,0,62,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,1,1,2,9,8,7,0,0,2,0,0,0,0
February,25,0,0,0,13,5,0,0,0,0,0,0,4,0,0,0,2,2,0,0,2,0,2,6,6,6,0,0,0,0,0,0,0
February,26,0,0,0,22,10,0,0,0,0,0,1,10,0,0,0,9,0,0,0,4,2,5,9,7,6,0,0,0,0,0,0,0
February,27,0,0,0,69,10,0,0,0,0,0,0,9,0,0,0,9,5,0,0,5,0,4,10,14,8,0,0,0,0,0,0,0
February,28,0,0,0,97,11,0,0,0,0,0,0,15,0,0,0,6,2,0,0,2,0,3,8,11,5,2,0,1,0,0,0,0
February,29,0,0,0,80,6,0,0,0,0,0,1,5,0,0,0,4,3,0,0,6,1,8,9,11,15,1,0,0,2,0,0,0
March,1,0,0,0,306,4,0,0,0,0,0,0,12,1,0,0,10,1,0,0,2,0,3,11,18,9,0,0,0,2,0,0,0
March,2,0,0,0,169,0,0,0,0,0,0,0,10,2,0,0,3,2,0,0,1,2,3,9,6,13,0,0,2,0,0,0,0
March,3,0,0,0,23,4,0,0,0,0,0,0,7,1,0,0,5,5,0,0,1,0,0,13,2,8,0,1,0,0,0,0,0
March,4,0,0,0,40,8,0,0,0,0,0,1,10,1,0,0,8,2,0,0,5,0,5,14,5,7,0,0,0,2,0,0,0
March,5,0,0,0,287,7,0,0,0,0,0,1,9,1,0,0,5,2,0,0,4,3,5,10,14,7,0,0,1,1,0,0,0
March,6,0,0,0,345,4,0,0,0,0,0,2,13,2,0,0,7,2,0,0,4,3,2,8,9,9,0,0,0,1,0,0,0
March,7,0,0,0,308,9,0,2,0,0,0,0,6,1,0,0,12,4,0,0,2,1,5,8,10,8,0,0,2,2,0,0,0
March,8,0,0,0,318,11,0,1,0,0,0,1,8,2,0,0,9,2,0,0,1,2,3,15,4,6,0,0,0,0,0,0,0
March,9,0,0,0,164,2,0,0,0,0,0,0,8,1,0,0,3,0,0,0,3,2,3,2,6,9,1,0,1,0,0,0,0
March,10,0,0,0,23,1,0,0,0,0,0,1,11,1,0,0,3,0,0,0,0,2,0,8,8,7,0,1,0,0,0,0,0
March,11,0,0,0,39,15,0,0,0,0,0,1,11,2,0,0,12,2,0,0,5,1,6,6,11,13,0,0,0,0,0,0,0
March,12,0,0,0,249,6,0,0,0,0,0,2,8,0,0,0,10,4,0,0,2,0,4,11,11,9,0,0,1,0,0,0,0
March,13,0,0,0,312,6,0,1,0,0,0,1,10,1,0,0,10,4,0,0,5,4,6,5,6,10,0,0,1,2,0,0,0
March,14,0,0,0,311,10,0,0,0,0,0,0,10,2,0,0,2,0,0,0,3,2,5,12,19,14,0,0,0,3,0,0,0
March,15,0,0,0,309,4,0,0,0,0,0,1,7,2,0,0,7,3,0,0,5,3,11,20,23,12,0,0,1,1,0,0,0
March,16,0,0,0,191,0,0,0,0,0,0,0,12,0,0,0,8,2,0,0,4,1,4,10,2,9,0,0,2,0,0,0,0
March,17,0,0,0,16,4,0,0,0,0,0,0,5,1,0,0,4,3,0,0,0,0,1,7,11,11,0,0,0,0,0,0,0
March,18,0,0,0,50,19,0,2,0,0,0,0,7,0,0,0,7,2,0,0,11,0,6,5,16,12,0,0,0,1,0,0,0
March,19,0,0,0,292,9,0,0,0,0,0,1,9,0,0,0,8,4,0,0,8,0,7,10,11,13,0,0,1,2,0,0,0
March,20,0,0,0,334,12,0,0,0,0,0,1,11,0,0,0,10,4,0,0,3,3,6,8,9,11,0,0,0,0,0,0,0
March,21,0,0,0,295,6,0,0,0,0,0,0,12,0,0,0,7,4,0,0,4,1,8,8,12,5,0,0,0,0,0,0,0
March,22,0,0,0,282,12,0,0,0,0,0,2,16,1,0,0,6,2,0,0,3,0,3,5,11,10,0,0,3,1,0,0,0
March,23,0,0,0,170,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,3,3,1,12,9,0,0,2,0,0,0,0
March,24,0,0,0,26,1,0,0,0,0,0,1,7,2,0,0,2,0,0,0,1,0,3,7,10,6,0,1,0,0,0,0,0
March,25,0,0,0,40,16,0,0,0,0,0,0,9,1,0,0,7,1,0,0,4,1,3,12,14,8,0,0,0,0,0,0,0
March,26,0,0,0,232,6,0,0,0,0,0,1,7,0,0,0,7,8,0,0,5,0,7,14,6,10,0,1,0,2,0,0,0
March,27,0,0,0,318,10,0,0,0,0,0,0,10,0,0,0,6,7,0,0,3,2,3,12,2,11,0,0,3,1,0,0,0
March,28,0,0,0,276,0,0,0,0,0,0,1,11,0,0,0,5,1,0,0,1,0,1,14,3,6,0,0,0,0,0,0,0
March,29,0,0,0,107,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,1,1,4,2,5,4,0,0,0,0,0,0,0
March,30,0,0,0,44,0,0,0,0,0,0,1,7,1,0,0,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
March,31,0,0,0,9,4,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,1,1,9,9,5,0,1,0,0,0,0,0
April,1,0,0,0,106,13,0,0,0,0,0,1,11,2,0,0,6,0,0,0,3,1,5,6,11,9,0,0,2,1,0,0,0
April,2,0,0,0,31,4,0,1,0,0,0,0,6,0,0,0,8,2,0,0,3,0,3,13,15,11,0,0,0,2,0,0,0
April,3,0,0,0,175,12,0,0,0,0,0,1,6,0,0,0,8,3,0,0,11,0,4,11,16,10,0,0,0,1,0,0,0
April,4,0,0,0,212,13,0,2,0,0,0,0,14,0,0,0,6,7,0,0,5,1,8,13,12,6,0,0,0,0,0,0,0
April,5,0,0,0,158,6,0,0,0,0,0,1,5,1,0,0,4,3,0,0,3,0,4,13,17,14,0,0,0,0,0,0,0
April,6,0,0,0,34,0,0,1,0,0,0,0,5,0,0,0,0,4,0,0,2,1,0,12,9,9,0,0,1,0,0,0,0
April,7,0,0,0,18,5,0,0,0,0,0,0,12,0,0,0,0,2,0,0,2,1,2,11,9,4,0,0,0,0,0,0,0
April,8,0,0,0,143,12,0,1,0,0,0,1,5,1,0,0,2,1,0,0,4,0,0,5,10,11,0,0,0,0,0,0,0
April,9,0,0,0,257,5,0,1,0,0,0,1,10,0,0,0,4,3,0,0,2,2,5,7,8,14,0,0,2,0,0,0,0
April,10,0,0,0,268,13,0,0,0,0,0,1,9,0,0,0,4,0,0,0,1,1,4,8,6,9,0,0,0,0,0,0,0
April,11,0,0,0,221,12,0,0,0,0,0,2,6,0,0,0,3,1,0,0,5,1,6,8,7,12,0,0,1,1,0,0,0
April,12,0,0,0,166,10,0,0,0,0,0,1,19,0,0,0,2,4,0,0,6,1,7,7,19,9,0,0,0,0,0,0,0
April,13,0,0,0,61,0,0,0,0,0,0,0,5,1,0,0,2,3,0,0,1,0,1,9,8,9,0,0,0,0,0,0,0
April,14,0,0,0,3,3,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,1,1,4,8,3,0,1,0,0,0,0,0
April,15,0,0,0,109,3,0,0,0,0,0,1,7,0,0,0,7,3,0,0,2,1,2,8,12,12,0,0,0,0,0,0,0
April,16,0,0,0,225,4,0,0,0,0,0,0,6,0,0,0,2,4,0,0,5,0,2,10,8,10,0,0,0,0,0,0,0
April,17,0,0,0,260,8,0,0,0,0,0,1,11,0,0,0,5,5,0,0,1,0,1,7,14,5,0,0,0,0,0,0,0
April,18,0,0,0,234,10,0,1,0,0,0,0,10,0,0,0,8,2,0,0,0,2,3,12,8,11,0,0,0,0,0,0,0
April,19,0,0,0,190,5,0,0,0,0,0,1,11,0,0,0,7,0,0,0,5,0,5,8,12,12,0,0,1,1,0,0,0
April,20,0,0,0,38,0,0,0,0,0,0,0,7,0,0,0,5,1,0,0,1,1,3,14,10,9,0,0,1,0,0,0,0
April,21,0,0,0,5,3,0,0,0,0,0,2,15,0,0,0,1,4,0,0,1,3,2,9,10,7,0,0,0,0,0,0,0
April,22,0,0,0,150,11,0,0,0,0,0,0,10,1,0,0,4,1,0,0,4,1,2,12,7,13,0,0,0,0,0,0,0
April,23,0,0,0,234,13,0,0,0,0,0,1,14,1,0,0,6,1,0,0,1,1,2,10,13,6,0,0,0,0,0,0,0
April,24,0,0,0,256,7,0,1,0,0,0,0,4,1,0,0,4,2,0,0,3,0,7,16,11,8,0,0,0,0,0,0,0
April,25,0,0,0,221,15,0,0,0,0,0,2,21,0,0,0,6,5,0,0,7,1,6,11,13,10,0,0,1,2,0,0,0
April,26,0,0,0,196,7,0,0,0,0,0,0,7,1,0,0,3,5,0,0,3,1,7,7,14,13,0,0,1,1,0,0,0
April,27,0,0,0,61,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,1,1,2,13,3,14,0,0,1,0,0,0,0
April,28,0,0,0,24,6,0,0,0,0,0,1,9,0,0,0,1,4,0,0,2,0,1,8,18,8,0,1,0,0,0,0,1
April,29,0,0,0,160,15,0,0,0,0,0,0,15,1,0,0,4,4,0,0,3,1,5,13,13,10,0,0,1,0,0,0,0
April,30,0,0,0,266,10,0,1,0,0,0,1,11,0,0,0,7,3,0,0,9,1,7,11,8,13,0,0,1,1,0,0,0
